Model,Train Loss,Validation Loss
L27_E16_14_B16_D18_20,0.008679768070578575,0.009828084148466587
L27_E16_14_B16_D20_22,0.007376667112112045,0.008010176941752434
L27_E18_16_B16_D8_10,0.014679583720862865,0.016096748411655426
L27_E18_16_B16_D10_12,0.010475032031536102,0.011588138528168201
L27_E18_16_B16_D12_14,0.010721047408878803,0.011388382874429226
L27_E18_16_B16_D14_16,0.009298283606767654,0.010266265831887722
L27_E18_16_B16_D16_18,0.007689967285841703,0.008407819084823132
L27_E18_16_B16_D18_20,0.008235864341259003,0.009131213650107384
L27_E18_16_B16_D20_22,0.008591724559664726,0.010038039647042751
L27_E20_18_B16_D8_10,0.013071252033114433,0.014092695899307728
L27_E20_18_B16_D10_12,0.010807598941028118,0.011680960655212402
L27_E20_18_B16_D12_14,0.010207431390881538,0.011362464167177677
L27_E20_18_B16_D14_16,0.011707122437655926,0.012396663427352905
L27_E20_18_B16_D16_18,0.010140636935830116,0.010971670038998127
L27_E20_18_B16_D18_20,0.010029594413936138,0.011196277104318142
L27_E20_18_B16_D20_22,0.007419921457767487,0.00825425237417221
L27_E22_20_B16_D8_10,0.011946060694754124,0.013110100291669369
L27_E22_20_B16_D10_12,0.015720387920737267,0.016500776633620262
L27_E22_20_B16_D12_14,0.008701421320438385,0.009525789879262447
L27_E22_20_B16_D14_16,0.008249991573393345,0.009193927980959415
L27_E22_20_B16_D16_18,0.008153701201081276,0.008990518748760223
L27_E22_20_B16_D18_20,0.008344290778040886,0.009154655039310455
L27_E22_20_B16_D20_22,0.005998427513986826,0.006721941754221916
L27_E10_8_B18_D8_10,0.01731709949672222,0.018554074689745903
L27_E10_8_B18_D10_12,0.015764743089675903,0.01674463413655758
L27_E10_8_B18_D12_14,0.016534721478819847,0.017631487920880318
L27_E10_8_B18_D14_16,0.014050465077161789,0.015184982679784298
L27_E10_8_B18_D16_18,0.010357117280364037,0.011564706452190876
L27_E10_8_B18_D18_20,0.011778494343161583,0.013218161650002003
L27_E10_8_B18_D20_22,0.01299501396715641,0.014569055289030075
L27_E12_10_B18_D8_10,0.017160307615995407,0.018397405743598938
L27_E12_10_B18_D10_12,0.012324986048042774,0.013177823275327682
L27_E12_10_B18_D12_14,0.011930554173886776,0.01342193502932787
L27_E12_10_B18_D14_16,0.010255105793476105,0.01123652420938015
L27_E12_10_B18_D16_18,0.012322499416768551,0.013015296310186386
L27_E12_10_B18_D18_20,0.012950839474797249,0.014082244597375393
L27_E12_10_B18_D20_22,0.0134257348254323,0.014879109337925911
L27_E14_12_B18_D8_10,0.015609262511134148,0.01651044562458992
L27_E14_12_B18_D10_12,0.013354028575122356,0.014079781249165535
L27_E14_12_B18_D12_14,0.014384041540324688,0.015323363244533539
L27_E14_12_B18_D14_16,0.01250461582094431,0.013775626197457314
L27_E14_12_B18_D16_18,0.010493747889995575,0.011425919830799103
L27_E14_12_B18_D18_20,0.010345309972763062,0.011350278742611408
L27_E14_12_B18_D20_22,0.009476319886744022,0.0106382817029953
L27_E16_14_B18_D8_10,0.0187615305185318,0.019911659881472588
L27_E16_14_B18_D10_12,0.010474965907633305,0.011075640097260475
L27_E16_14_B18_D12_14,0.011982755735516548,0.013137036003172398
L27_E16_14_B18_D14_16,0.0102614127099514,0.011141427792608738
L27_E16_14_B18_D16_18,0.014399479143321514,0.01560297142714262
L27_E16_14_B18_D18_20,0.009491159580647945,0.010586470365524292
L27_E16_14_B18_D20_22,0.008451409637928009,0.009839662350714207
L27_E18_16_B18_D8_10,0.014492922462522984,0.015448377467691898
L27_E18_16_B18_D10_12,0.013064009137451649,0.014274275861680508
L27_E18_16_B18_D12_14,0.008849025703966618,0.009455288760364056
L27_E18_16_B18_D14_16,0.011183646507561207,0.012213210575282574
L27_E18_16_B18_D16_18,0.008443186990916729,0.009378996677696705
L27_E18_16_B18_D18_20,0.008482974953949451,0.009341766126453876
L27_E18_16_B18_D20_22,0.009765286929905415,0.01115410029888153
L27_E20_18_B18_D8_10,0.016007857397198677,0.017227429896593094
L27_E20_18_B18_D10_12,0.010882090777158737,0.011576330289244652
L27_E20_18_B18_D12_14,0.012831045314669609,0.014133838005363941
L27_E20_18_B18_D14_16,0.00792943686246872,0.008441047742962837
L27_E20_18_B18_D16_18,0.008136779069900513,0.009028037078678608
L27_E20_18_B18_D18_20,0.007039438001811504,0.00807872973382473
L27_E20_18_B18_D20_22,0.009104738011956215,0.010471370071172714
L27_E22_20_B18_D8_10,0.015817368403077126,0.016995010897517204
L27_E22_20_B18_D10_12,0.011968657374382019,0.013149322010576725
L27_E22_20_B18_D12_14,0.007866268046200275,0.008761035278439522
L27_E22_20_B18_D14_16,0.010611441917717457,0.011180339381098747
L27_E22_20_B18_D16_18,0.008503862656652927,0.009307531639933586
L27_E22_20_B18_D18_20,0.006337717641144991,0.007222763728350401
L27_E22_20_B18_D20_22,0.007805502507835627,0.008784806355834007
